NM_VOTAVEL;NR_ZONA;NM_LOCAL_VOTACAO;DS_LOCAL_VOTACAO_ENDERECO;NM_MUNICIPIO;QT_VOTOS_TOTAL;LATITUDE;LONGITUDE
AMANDA BRANDAO ARMELAU;245;ESCOLA ESPECIAL MUNICIPAL MARIA MONTESSORI;RUA IVO DO PRADO 361;RIO DE JANEIRO;10;-228.997.758;-435.655.161
AMANDA BRANDAO ARMELAU;245;ESCOLA MUNICIPAL AMAZONAS;ESTRADA RIO-SAO PAULO 1802;RIO DE JANEIRO;33;-228.840.465;-435.694.103
AMANDA BRANDAO ARMELAU;245;ESCOLA MUNICIPAL ATENAS;RUA GENTIL DO OURO S/N;RIO DE JANEIRO;42;-228.983.318;-435.915.292
AMANDA BRANDAO ARMELAU;245;ESCOLA MUNICIPAL CHARLES PÉGUY;RUA ARICURI S/N - JARDIM DA LUZ;RIO DE JANEIRO;22;-228.906.673;-435.634.355
AMANDA BRANDAO ARMELAU;245;ESCOLA MUNICIPAL COMUNIDADE JARDIM PEDREGOSO;RUA CORUMBAIBA S/N - JARDIM PEDREGOSO;RIO DE JANEIRO;20;-228.706.159;-435.613.906
AMANDA BRANDAO ARMELAU;245;ESCOLA MUNICIPAL EMBAIXADOR ARAUJO CASTRO;RUA RODOLFO GARCIA S/N - VILA NOVA;RIO DE JANEIRO;30;-228.890.734;-435.786.607
AMANDA BRANDAO ARMELAU;245;ESCOLA MUNICIPAL GASTAO PENALVA;RUA ALMERINDA DE CASTRO 191 - CONJ MARINHA;RIO DE JANEIRO;44;-228.953.844;-435.870.133
AMANDA BRANDAO ARMELAU;245;ESCOLA MUNICIPAL HALFELD;AV. ANDRE VESALIO S/N  ;RIO DE JANEIRO;20;-228.980.039;-435.690.901
AMANDA BRANDAO ARMELAU;245;ESCOLA MUNICIPAL JAIR TAVARES;RUA JAPE 380;RIO DE JANEIRO;21;-228.894.226;-435.680.993
AMANDA BRANDAO ARMELAU;245;ESCOLA MUNICIPAL JORGE DE LIMA;RUA OITICICA S/N;RIO DE JANEIRO;33;-228.813.485;-43.565.906
AMANDA BRANDAO ARMELAU;245;ESCOLA MUNICIPAL JUREMA PEÇANHA GIRAUD;RUA ATACAMA S/N - TINGUI;RIO DE JANEIRO;15;-228.800.567;-435.822.121
AMANDA BRANDAO ARMELAU;245;ESCOLA MUNICIPAL LICIO DE SOUZA CARVALHO;RUA SOLDADO SEBASTIAO VIANA, S/N;RIO DE JANEIRO;28;-228.914.125;-435.962.015
AMANDA BRANDAO ARMELAU;245;ESCOLA MUNICIPAL LUIZ EDMUNDO;RUA FELIX BERNARDELLI S/N - TINGUI;RIO DE JANEIRO;57;-228.778.038;-435.836.055
AMANDA BRANDAO ARMELAU;245;ESCOLA MUNICIPAL RAINHA VITORIA;RUA BENEDITO LACERDA S/N - VILA NOVA;RIO DE JANEIRO;33;-22.889.893;-435.810.894
AMANDA BRANDAO ARMELAU;245;ESCOLA SANTA BÁRBARA;RUA DOMINGOS MEIRELES, 242 - VILA NOVA;RIO DE JANEIRO;13;-228.901.007;-435.787.397
AMANDA BRANDAO ARMELAU;245;ESCOLA VON MARTIUS;RUA JAPE 26 - SÃO BASÍLIO;RIO DE JANEIRO;42;-228.907.405;-43.571.543
AMANDA BRANDAO ARMELAU;245;INSTITUTO DE EDUCACAO DE CAMPO GRANDE;AVENIDA MANUEL CALDEIRA DE ALVARENGA 1003;RIO DE JANEIRO;81;-229.001.852;-4.357.631.139.999.990
AMANDA BRANDAO ARMELAU;246;CASA DA CRIANÇA JOÃO CORRÊA;RUA CILON CUNHA BRUM, S/N, URUCANIA;RIO DE JANEIRO;18;-229.159.875;-43.651.898
AMANDA BRANDAO ARMELAU;246;CIEP 336 OCTAVIO MALTA;RUA FREI TIMOTHEO, SN - CONJUNTO CORREIOS;RIO DE JANEIRO;45;-228.844.186;-436.184.277
AMANDA BRANDAO ARMELAU;246;CIEP ALBERTO PASQUALINI;RUA CILON CUNHA BRUM, S/N - URUCANIA;RIO DE JANEIRO;48;-22.913.638;-436.562.358
AMANDA BRANDAO ARMELAU;246;CIEP CLAUDIO MANOEL DA COSTA;RUA GUARUJÁ, SN;RIO DE JANEIRO;47;-229.121.866;-436.188.335
AMANDA BRANDAO ARMELAU;246;CIEP MAJOR MANUEL GOMES ARCHER;RUA CABO SAULO DE VASCONCELOS S/N;RIO DE JANEIRO;46;-228.891.109;-436.378.564
AMANDA BRANDAO ARMELAU;246;CIEP TOGO RENAN SOARES KANELA;RUA TAMARANA, SN - STA MARGARIDA;RIO DE JANEIRO;58;-228.927.213;-436.031.492
AMANDA BRANDAO ARMELAU;246;COLEGIO ESTADUAL JORNALISTA ARTUR DA TÁVOLA;PRAÇA IGARA, 40;RIO DE JANEIRO;29;-229.119.678;-436.150.893
AMANDA BRANDAO ARMELAU;246;ESCOLA MUNICIPAL ANTÔNIA VARGAS CUQUEJO;PRAÇA DERCIDES ALVES DOS SANTOS S/N SANTA MARGARIDA;RIO DE JANEIRO;19;-228.920.949;-4.361.079.369.999.990
AMANDA BRANDAO ARMELAU;246;ESCOLA MUNICIPAL BARÃO DE SANTA MARGARIDA;RUA COREMAS, 358, SANTA MARGARIDA;RIO DE JANEIRO;33;-228.888.789;-436.046.006
AMANDA BRANDAO ARMELAU;246;ESCOLA MUNICIPAL CELIA MARIA DE OLIVEIRA CAMARGO;RUA CONSTANTINO MAGALHAES, 390;RIO DE JANEIRO;4;-228.996.001;-435.967.528
AMANDA BRANDAO ARMELAU;246;ESCOLA MUNICIPAL DOUTOR JOSE ANTÔNIO CIRAUDO;ESTRADA DA PACIENCIA, SN;RIO DE JANEIRO;23;-229.139.274;-43.629.774
AMANDA BRANDAO ARMELAU;246;ESCOLA MUNICIPAL ESPANHA;PRAÇA TARUMIRIM, SN;RIO DE JANEIRO;35;-229.151.074;-436.371.937
AMANDA BRANDAO ARMELAU;246;ESCOLA MUNICIPAL FERNANDO COSTA;RUA JOSÉ ALBANO, SN, VILA IEDA;RIO DE JANEIRO;13;-228.903.549;-435.940.297
AMANDA BRANDAO ARMELAU;246;ESCOLA MUNICIPAL FRANCISCO CALDEIRA DE ALVARENGA;RUA WILSON DE SOUZA PINHEIRO, S/N, URUCANIA;RIO DE JANEIRO;19;-229.170.712;-436.530.127
AMANDA BRANDAO ARMELAU;246;ESCOLA MUNICIPAL FRANKLIN TÁVORA;ESTRADA DOS PALMARES 1950 CONJ. SAGRADO CORAÇÃO;RIO DE JANEIRO;3;-228.778.084;-436.433.581
AMANDA BRANDAO ARMELAU;246;ESCOLA MUNICIPAL GANDHI;RUA MARIA DAS GRAÇAS DA SILVA (ANTIGA RUA 15), SN - CONJ. MANGUARIBA;RIO DE JANEIRO;29;-22.874.813;-436.315.307
AMANDA BRANDAO ARMELAU;246;ESCOLA MUNICIPAL IPEG;RUA CABO SAULO DE VASCONCELOS, S/N;RIO DE JANEIRO;8;-228.865.186;-436.386.524
AMANDA BRANDAO ARMELAU;246;ESCOLA MUNICIPAL JORNALISTA CARLOS CASTELO BRANCO;RUA M, SN, NOSSA SENHORA APARECIDA;RIO DE JANEIRO;25;-229.122.935;-436.236.273
AMANDA BRANDAO ARMELAU;246;ESCOLA MUNICIPAL PEDRO MOTA LIMA;ESTRADA DA PACIÊNCIA 368, CJ TELERJ;RIO DE JANEIRO;41;-229.055.916;-436.185.842
AMANDA BRANDAO ARMELAU;246;ESCOLA MUNICIPAL PRESIDENTE ANTÔNIO CARLOS;RUA PEQUIÁ, SN;RIO DE JANEIRO;48;-229.108.916;-436.161.486
AMANDA BRANDAO ARMELAU;246;ESCOLA MUNICIPAL PROFESSOR AUGUSTO JOSÉ MACHADO;RUA JOSÉ DOS SANTOS, S/N;RIO DE JANEIRO;59;-229.019.537;-436.001.243
AMANDA BRANDAO ARMELAU;246;ESCOLA MUNICIPAL PROFESSOR CASTRO REBELLO;RUA SETE, SN, CJ CAMPINHO;RIO DE JANEIRO;26;-228.848.248;-436.168.381
AMANDA BRANDAO ARMELAU;246;ESCOLA MUNICIPAL PROFESSORA FLÁVIA DOS SANTOS SOARES;RUA EUDALDO GOMES DA SILVA, SN, CJ URUCANIA;RIO DE JANEIRO;12;-229.138.545;-436.533.618
AMANDA BRANDAO ARMELAU;246;ESCOLA MUNICIPAL PROFESSORA LEILA MEHL MENEZES DE MATTOS;AV. DO CANAL, SN, CONJUNTO MANGUARIBA;RIO DE JANEIRO;36;-228.731.534;-436.277.333
AMANDA BRANDAO ARMELAU;246;ESCOLA MUNICIPAL PROFESSORA RAQUEL KELLY LANERA;ESTRADA DE MANGUARIBA, S/N;RIO DE JANEIRO;13;-22.875.679;-436.345.292
AMANDA BRANDAO ARMELAU;246;ESCOLA MUNICIPAL RIBEIRO COUTO;ESTRADA URUCÂNIA, 936;RIO DE JANEIRO;8;-229.175.565;-436.422.654
AMANDA BRANDAO ARMELAU;246;ESCOLA MUNICIPAL RÔMULO GALLEGOS;RUA ITAMBARAÇA, SN, SANTA MARGARIDA;RIO DE JANEIRO;27;-228.890.504;-436.016.677
AMANDA BRANDAO ARMELAU;246;ESCOLA MUNICIPAL ÁLVARO VALLE;ESTRADA LINHA DE AUSTIN, 3 - DRENO;RIO DE JANEIRO;7;-22.914.896;-4.367.098.499.999.990
FERNANDO CESAR CAMPOS PAES;4;ALIANÇA FRANCESA DE BOTAFOGO;RUA MUNIZ BARRETO 746 / 746-A;RIO DE JANEIRO;2;-229.482.419;-431.843.623
FERNANDO CESAR CAMPOS PAES;4;CASA DA CRIANÇA;RUA FERNANDES GUIMARAES 85;RIO DE JANEIRO;5;-229.558.466;-4.318.172.190.000.000
FERNANDO CESAR CAMPOS PAES;4;CASA DE RUI BARBOSA;RUA SÃO CLEMENTE 134;RIO DE JANEIRO;10;-229.488.011;-431.870.261
FERNANDO CESAR CAMPOS PAES;4;CASA DO COMÉRCIO (FECOMÉRCIO/ SENAC RIO/ SESC RIO);RUA MARQUÊS DE ABRANTES, 99;RIO DE JANEIRO;9;-229.366.769;-431.771.096
FERNANDO CESAR CAMPOS PAES;4;CENTRO UNIVERSITÁRIO UNIVERITAS;RUA MARQUÊS DE ABRANTES, 55;RIO DE JANEIRO;18;-229.356.754;-431.768.933
FERNANDO CESAR CAMPOS PAES;4;CIEP PRESIDENTE AGOSTINHO NETO (CIEP HUMAITÁ);RUA VISCONDE DE SILVA, S/N;RIO DE JANEIRO;12;-229.592.712;-431.997.525
FERNANDO CESAR CAMPOS PAES;4;COLÉGIO IMACULADA CONCEIÇÃO;PRAIA DE BOTAFOGO 266;RIO DE JANEIRO;7;-229.435.254;-431.821.375
FERNANDO CESAR CAMPOS PAES;4;COLÉGIO LOGOSÓFICO GONZÁLEZ PECOTCHE;RUA GENERAL POLIDORO, 36;RIO DE JANEIRO;11;-229.526.575;-431.832.096
FERNANDO CESAR CAMPOS PAES;4;COLÉGIO PEDRO II (PEDRÃO);RUA HUMAITÁ, 80;RIO DE JANEIRO;14;-229.559.933;-43.198.502
FERNANDO CESAR CAMPOS PAES;4;COLÉGIO PENSI;RUA MARQUÊS DE ABRANTES, 55;RIO DE JANEIRO;12;-229.352.776;-43.176.873
FERNANDO CESAR CAMPOS PAES;4;COLÉGIO SANTO INÁCIO;RUA SÃO CLEMENTE, 226;RIO DE JANEIRO;17;-229.488.269;-431.903.866
FERNANDO CESAR CAMPOS PAES;4;CULTURA INGLESA FLAMENGO;RUA MARQUES DE ABRANTES,52;RIO DE JANEIRO;8;-229.352.653;-431.774.157
FERNANDO CESAR CAMPOS PAES;4;ESCOLA ADVENTISTA BOTAFOGO;RUA DA MATRIZ, 16;RIO DE JANEIRO;2;-229.510.577;-4.319.291.399.999.990
FERNANDO CESAR CAMPOS PAES;4;ESCOLA ALEMÃ CORCOVADO;RUA SÃO CLEMENTE, 388;RIO DE JANEIRO;15;-229.512.252;-431.946.372
FERNANDO CESAR CAMPOS PAES;4;ESCOLA BRITÂNICA;AVENIDA PASTEUR 429;RIO DE JANEIRO;4;-229.536.679;-431.692.293
FERNANDO CESAR CAMPOS PAES;4;ESCOLA DINAMIS;RUA BAMBINA 59;RIO DE JANEIRO;3;-229.454.547;-431.852.838
FERNANDO CESAR CAMPOS PAES;4;ESCOLA ELEVA;RUA GENERAL SEVERIANO, 159;RIO DE JANEIRO;2;-229.544.208;-431.792.303
FERNANDO CESAR CAMPOS PAES;4;ESCOLA JOAQUIM NABUCO;RUA DONA MARIANA 148;RIO DE JANEIRO;6;-22.954.585;-431.886.243
FERNANDO CESAR CAMPOS PAES;4;ESCOLA MUNICIPAL  MINAS GERAIS;AVENIDA PASTEUR 433;RIO DE JANEIRO;7;-229.536.812;-431.688.747
FERNANDO CESAR CAMPOS PAES;4;ESCOLA MUNICIPAL JOÃO SALDANHA;RUA DA PASSAGEM, 104;RIO DE JANEIRO;8;-229.538.316;-431.817.834
FERNANDO CESAR CAMPOS PAES;4;ESCOLA MUNICIPAL PRESIDENTE ARTHUR DA COSTA E SILVA;RUA ASSUNCAO 257;RIO DE JANEIRO;7;-229.455.021;-431.866.345
FERNANDO CESAR CAMPOS PAES;4;ESCOLA MÉXICO;RUA DA MATRIZ 67;RIO DE JANEIRO;2;-229.526.215;-431.916.878
FERNANDO CESAR CAMPOS PAES;4;ESCOLA OLM/BOTAFOGO;RUA VISCONDE DE CARAVELAS, 48;RIO DE JANEIRO;7;-229.562.425;-431.934.954
FERNANDO CESAR CAMPOS PAES;4;FUNDAÇÃO GETÚLIO VARGAS;PRAIA DE BOTAFOGO 186;RIO DE JANEIRO;9;-229.412.426;-431.793.329
FERNANDO CESAR CAMPOS PAES;4;INSTITUTO BENJAMIN CONSTANT;AV. PASTEUR, 350;RIO DE JANEIRO;9;-229.532.793;-43.172.008
FERNANDO CESAR CAMPOS PAES;4;INSTITUTO BRASIL ESTADOS UNIDOS;RUA VISCONDE DE OURO PRETO 36;RIO DE JANEIRO;3;-229.458.339;-431.835.642
FERNANDO CESAR CAMPOS PAES;4;INSTITUTO DOS ARQUITETOS DO BRASIL;RUA DO PINHEIRO, 10;RIO DE JANEIRO;7;-229.300.866;-431.761.162
FERNANDO CESAR CAMPOS PAES;4;INSTITUTO NOSSA SENHORA DA PIEDADE;RUA FERNANDO OSORIO, 24;RIO DE JANEIRO;19;-229.365.201;-431.764.377
FERNANDO CESAR CAMPOS PAES;4;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO UNI-RIO;AV. PASTEUR, 296;RIO DE JANEIRO;4;-229.529.175;-431.732.069
FERNANDO CESAR CAMPOS PAES;5;1/2 - CAIXA ECONÔMICA FEDERAL - BR 222;RUA BARATA RIBEIRO, 222,;RIO DE JANEIRO;5;-229.654.436;-4.318.128.890.000.000
FERNANDO CESAR CAMPOS PAES;5;1/2 - CLUBE ISRAELITA BRASILEIRO (CIB) - BR 489;RUA BARATA RIBEIRO, 489,;RIO DE JANEIRO;10;-229.699.892;-431.875.982
FERNANDO CESAR CAMPOS PAES;5;1/2 - COLÉGIO SAGRADO CORAÇÃO DE MARIA - T 56;RUA TONELERO, 56,;RIO DE JANEIRO;13;-229.640.269;-431.824.404
FERNANDO CESAR CAMPOS PAES;5;1/2 - ESCOLA MUNICIPAL DOUTOR CÓCIO BARCELLOS - BI 34;RUA BARAO DE IPANEMA, 34,;RIO DE JANEIRO;7;-22.974.827;-431.890.711
FERNANDO CESAR CAMPOS PAES;5;1/2 - HOTEL OTHON PALACE - A 3264 - ANTIGO BANRISUL NSC 827;AVENIDA  ATLANTICA, 3264;RIO DE JANEIRO;1;-229.774.183;-431.891.854
FERNANDO CESAR CAMPOS PAES;5;1/2 - IGREJA NOSSA SENHORA DE COPACABANA - HG 36;RUA HILARIO DE GOUVEIA, 36,;RIO DE JANEIRO;7;-229.690.683;-431.832.631
FERNANDO CESAR CAMPOS PAES;5;1/2 - INSS - NSC 1049;AV. NOSSA SENHORA DE COPACABANA, 1049-A,;RIO DE JANEIRO;3;-229.783.399;-431.908.761
FERNANDO CESAR CAMPOS PAES;5;1/2 - PENSI - COLEGIO E CURSO - BI 85;RUA BARÃO DE IPANEMA, N 85;RIO DE JANEIRO;2;-229.747.105;-431.908.622
FERNANDO CESAR CAMPOS PAES;5;1/2 ESCOLA MUNICIPAL SENADOR ALENCASTRO GUIMARÃES - PÇ CAV;PRAÇA CARDEAL ARCOVERDE, S/N,;RIO DE JANEIRO;9;-229.648.742;-431.814.405
FERNANDO CESAR CAMPOS PAES;5;2/2 - BANCO BRADESCO NSC 709A - EX BANCO ITAÚ - NSC 730;AV. NOSSA SENHORA DE COPACABANA, 709A;RIO DE JANEIRO;3;-229.723.595;-431.876.384
FERNANDO CESAR CAMPOS PAES;5;2/2 - CAIXA ECONOMICA FEDERAL, BR 222 - EX BRADESCO - BR 255;RUA BARATA RIBEIRO 222;RIO DE JANEIRO;1;-229.654.436;-4.318.128.890.000.000
FERNANDO CESAR CAMPOS PAES;5;2/2 - COLÉGIO SAGRADO CORAÇÃO DE MARIA - T 56 - ANTIGO ITAÚ - NSC 387;RUA TONELERO, N 56;RIO DE JANEIRO;1;-229.640.269;-431.824.404
FERNANDO CESAR CAMPOS PAES;5;2/2 - E M DOUTOR CÓCIO BARCELLOS - BI 34 - ANTIGO BB - NSC 890;RUA BARÃO DE IPANEMA, N 34;RIO DE JANEIRO;1;-22.974.827;-431.890.711
FERNANDO CESAR CAMPOS PAES;5;2/2 - E M SENADOR ALENCASTRO GUIMARÃES -  ANTIGO AF;PRAÇA CARDEAL ARCOVERDE, S/N;RIO DE JANEIRO;1;-229.675.969;-431.979.383
FERNANDO CESAR CAMPOS PAES;5;2/2 - HOTEL OTHON PALACE - A 3264 - ANTIGO SANTANDER NSC 804;AVENIDA  ATLANTICA, 3264;RIO DE JANEIRO;3;-229.774.183;-431.891.854
FERNANDO CESAR CAMPOS PAES;5;2/2 - IGREJA N SENHORA DE COPACABANA - HG 36 - EX BRADESCO - NSC 581;RUA HILÁRIO DE GOUVEIA, N 36;RIO DE JANEIRO;1;-229.690.683;-431.832.631
FERNANDO CESAR CAMPOS PAES;5;2/2 - PENSI - COLEGIO E CURSO - BI 85 - ANTIGO BANCO BRASIL - NSC 890;RUA BARÃO DE IPANEMA, N 85;RIO DE JANEIRO;5;-229.747.105;-431.908.622
FERNANDO CESAR CAMPOS PAES;5;BANCO BRADESCO - NSC 1018;AV. NOSSA SENHORA DE COPACABANA, 1018-A,;RIO DE JANEIRO;2;-229.773.213;-431.907.211
FERNANDO CESAR CAMPOS PAES;5;BANCO BRADESCO - NSC 120;AVENIDA NOSSA SENHORA DE COPACABANA, 120,;RIO DE JANEIRO;5;-229.642.659;-431.754.602
FERNANDO CESAR CAMPOS PAES;5;BANCO DO BRASIL - NSC 594;AV. NOSSA SENHORA DE COPACABANA, 594,;RIO DE JANEIRO;4;-229.694.182;-431.853.633
FERNANDO CESAR CAMPOS PAES;5;BANCO DO BRASIL, NSC 890 - EX BRADESCO - CR 29;AV. NOSSA SENHORA DE COPACABANA, 890;RIO DE JANEIRO;2;-229.747.368;-431.895.247
FERNANDO CESAR CAMPOS PAES;5;BANCO ITAÚ - NSC 1120;AV. NOSSA SENHORA DE COPACABANA, 1120 A - PRAÇA;RIO DE JANEIRO;2;-229.796.584;-4.319.118.539.999.990
FERNANDO CESAR CAMPOS PAES;5;BANCO ITAÚ - NSC 581;AV. NOSSA SENHORA DE COPACABANA, 581-A,;RIO DE JANEIRO;4;-229.694.031;-43.184.629
FERNANDO CESAR CAMPOS PAES;5;BANCO SANTANDER - NSC 804 - EX BANCO SANTANDER - NSC 599;AV. NOSSA SENHORA DE COPACABANA, 804;RIO DE JANEIRO;4;-229.701.125;-4.318.529.480.000.000
FERNANDO CESAR CAMPOS PAES;5;BANCO SANTANDER, NSC 590 - EX BRADESCO - SCA 96;AV NOSSA SENHORA DE COPACABANA, 590;RIO DE JANEIRO;10;-229.642.288;-431.750.245
FERNANDO CESAR CAMPOS PAES;5;BANRISUL, NSC 827 A - EX SANTANDER - NSC 862;AV. NOSSA SENHORA DE COPACABANA, 827 A;RIO DE JANEIRO;2;-229.738.154;-431.886.519
FERNANDO CESAR CAMPOS PAES;5;CAIXA ECONOMICA FEDERAL - SCA 34;RUA SIQUEIRA CAMPOS, 34,;RIO DE JANEIRO;4;-229.685.572;-431.846.976
FERNANDO CESAR CAMPOS PAES;5;CAIXA ECONÔMICA FEDERAL - NSC 861;AV. NOSSA SENHORA DE COPACABANA, 861,;RIO DE JANEIRO;2;-229.745.544;-431.889.617
FERNANDO CESAR CAMPOS PAES;5;CENTRO DE ESTUDOS DE JOVENS E ADULTOS (CEJA) - BR 433;RUA BELFORT ROXO, 433,;RIO DE JANEIRO;1;-229.928.759;-432.518.018
FERNANDO CESAR CAMPOS PAES;5;CENTRO ESCOLAR COPACABANA - DR 80;RUA DIAS DA ROCHA, 80,;RIO DE JANEIRO;1;-22.971.656;-43.190.386
FERNANDO CESAR CAMPOS PAES;5;CENTRO MUNICIPAL DE SAÚDE JOÃO BARROS BARRETO - TA;RUA TENREIRO ARANHA, S/N,;RIO DE JANEIRO;2;-229.671.432;-431.873.121
FERNANDO CESAR CAMPOS PAES;5;CLUBE OLYMPICO - PL 116;RUA POMPEU LOUREIRO, 116,;RIO DE JANEIRO;3;-229.750.369;-431.934.029
FERNANDO CESAR CAMPOS PAES;5;COLEGIO MALLET SOARES - B 121;RUA BOLÍVAR, 121,;RIO DE JANEIRO;5;-229.759.549;-431.918.045
FERNANDO CESAR CAMPOS PAES;5;COLÉGIO ESTADUAL INFANTE DOM HENRIQUE - BRO 433;RUA BELFORT ROXO, 433,;RIO DE JANEIRO;8;-229.620.554;-431.772.797
FERNANDO CESAR CAMPOS PAES;5;COLÉGIO ESTADUAL PEDRO ÁLVARES CABRAL - RP 104;RUA REPÚBLICA DO PERU, 104,;RIO DE JANEIRO;8;-229.677.486;-43.181.076
FERNANDO CESAR CAMPOS PAES;5;ESCOLA MUNICIPAL DOM AQUINO CORREA - BR 204;RUA BARATA RIBEIRO, 204,;RIO DE JANEIRO;3;-229.650.139;-4.318.073.529.999.990
FERNANDO CESAR CAMPOS PAES;5;ESCOLA MUNICIPAL DOUTOR CÍCERO PENNA - A 1976;AV. ATLÂNTICA, 1976,;RIO DE JANEIRO;4;-22.968.618;-4.318.119.739.999.990
FERNANDO CESAR CAMPOS PAES;5;ESCOLA MUNICIPAL ROMA - PÇ LIDO;PRAÇA BERNARDELLI (LIDO), S/N,;RIO DE JANEIRO;17;-229.651.462;-431.761.682
FERNANDO CESAR CAMPOS PAES;5;ESCOLA MUNICIPAL SÃO TOMAS DE AQUINO - PÇ AJN;PRAÇA ALMIRANTE JULIO DE NORONHA, S/N,;RIO DE JANEIRO;15;-229.614.522;-431.650.339
FERNANDO CESAR CAMPOS PAES;5;EXTERNATO SANTO ANTÔNIO - NSC 437;AV. NOSSA SENHORA DE COPACABANA, 437,;RIO DE JANEIRO;1;-229.678.346;-431.822.664
FERNANDO CESAR CAMPOS PAES;5;HOTEL ATLANTICO - SCA 90;RUA SIQUEIRA CAMPOS, 90;RIO DE JANEIRO;6;-229.668.796;-431.862.024
FERNANDO CESAR CAMPOS PAES;5;HOTEL MARRIOTT - A 2600;AVENIDA  ATLANTICA, 2600;RIO DE JANEIRO;5;-229.722.307;-431.858.418
FERNANDO CESAR CAMPOS PAES;5;HOTEL PESTANA - A 2964;AVENIDA ATLANTICA, N 2964;RIO DE JANEIRO;9;-229.749.894;-431.879.551
FERNANDO CESAR CAMPOS PAES;5;INSS - NSC 1032;AV. NOSSA SENHORA DE COPACABANA, 1032;RIO DE JANEIRO;3;-229.775.792;-431.908.519
FERNANDO CESAR CAMPOS PAES;5;INSS - RC 20;RUA RAIMUNDO CORREA, 20,;RIO DE JANEIRO;1;-229.718.476;-431.883.662
FERNANDO CESAR CAMPOS PAES;5;INSTITUTO BRASIL-ESTADOS UNIDOS (IBEU) - NSC 690;AV. NOSSA SENHORA DE COPACABANA, 690,;RIO DE JANEIRO;9;-229.709.036;-431.870.008
FERNANDO CESAR CAMPOS PAES;5;INSTITUTO DE EDUCAÇÃO GALILEU GALILEI - CJ 254;RUA CINCO DE JULHO, 254,;RIO DE JANEIRO;4;-229.713.306;-431.907.054
FERNANDO CESAR CAMPOS PAES;5;LEME TENIS CLUBE - GS 74;RUA GUSTAVO SAMPAIO, 74,;RIO DE JANEIRO;3;-22.961.645;-431.662.775
FERNANDO CESAR CAMPOS PAES;5;SENAC - PL 45;RUA POMPEU LOUREIRO, 45,;RIO DE JANEIRO;5;-229.735.183;-431.923.179
FERNANDO CESAR CAMPOS PAES;5;SESC - DF 160;RUA DOMINGOS FERREIRA, 160,;RIO DE JANEIRO;5;-229.731.817;-431.874.231
FERNANDO CESAR CAMPOS PAES;5;SICOOB - NSC 661 - EX CULTURA INGLESA, NSC 619;AV. NOSSA SENHORA DE COPACABANA, 661 - LOJA A;RIO DE JANEIRO;2;-22.970.372;-4.318.570.829.999.990
FERNANDO CESAR CAMPOS PAES;7;8ª REGIÃO ADMINISTRATIVA;RUA DESEMBARGADOR IZIDRO 41;RIO DE JANEIRO;4;-229.267.235;-432.326.021
FERNANDO CESAR CAMPOS PAES;7;BANCO BRADESCO S/A (ESQ. R. URUGUAI);RUA CONDE DE BONFIM 682-A;RIO DE JANEIRO;2;-229.319.546;-432.407.536
FERNANDO CESAR CAMPOS PAES;7;BANCO BRADESCO S/A (R. PINTO DE FIGUEIREDO);RUA PINTO DE FIGUEIREDO 64;RIO DE JANEIRO;8;-2.292.556;-4.323.475
FERNANDO CESAR CAMPOS PAES;7;BANCO DO BRASIL (PRAÇA);RUA CONDE DE BONFIM 369 A;RIO DE JANEIRO;1;-229.249.729;-432.335.544
FERNANDO CESAR CAMPOS PAES;7;BANCO DO BRASIL (R. BARÃO DE MESQUITA);RUA BARÃO DE MESQUITA 248-A;RIO DE JANEIRO;1;-2.292.262;-432.337.579
FERNANDO CESAR CAMPOS PAES;7;BANCO ITAU S/A (PRAÇA);RUA CONDE DE BONFIM 390;RIO DE JANEIRO;1;-229.247.046;-4.323.381.759.999.990
FERNANDO CESAR CAMPOS PAES;7;BANCO ITAÚ S/A (PRÓX. PRIX);RUA CONDE DE BONFIM 807;RIO DE JANEIRO;4;-229.351.574;-432.433.943
FERNANDO CESAR CAMPOS PAES;7;BANCO SANTANDER S/A (PRÓX. HORTIFRUTI);RUA CONDE DE BONFIM 193;RIO DE JANEIRO;8;-229.248.008;-432.279.686
FERNANDO CESAR CAMPOS PAES;7;BANCO SANTANDER S/A (PRÓX. TIJUCOR);RUA CONDE DE BONFIM 149;RIO DE JANEIRO;1;-229.252.612;-4.322.630.170.000.000
FERNANDO CESAR CAMPOS PAES;7;BRASAS ENGLISH COURSE;RUA GUAPIARA 82;RIO DE JANEIRO;7;-229.269;-43.232.389
FERNANDO CESAR CAMPOS PAES;7;CAIXA ECONÔMICA FEDERAL (PRÓX. GRANADO);RUA CONDE DE BONFIM 302 A;RIO DE JANEIRO;4;-22.923.051;-43.231.553
FERNANDO CESAR CAMPOS PAES;7;CAIXA ECONÔMICA FEDERAL (PRÓX. KALUNGA);RUA CONDE DE BONFIM 604;RIO DE JANEIRO;2;-229.304.364;-432.383.589
FERNANDO CESAR CAMPOS PAES;7;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;RUA DR. OTAVIO KELLY 110;RIO DE JANEIRO;3;-229.306.452;-432.433.478
FERNANDO CESAR CAMPOS PAES;7;CIEP SAMUEL WAINER;AV. HEITOR BELTRÃO S/N;RIO DE JANEIRO;9;-229.212.675;-432.280.554
